x___2,流域平均累加雨量,最大降雨強度,継続時間,台風直接時間,台風間接時間,前線時間,線状降水帯時間,開始,終了,SST,アンサンブル,開始時刻,終了時刻,DynamicCluster,開始年,開始月,開始日,開始時,終了年,終了月,終了日,終了時,rain_time,rain_space
39_25,35.8,4.38,70.5,0,42.5,NaN,0,590005,590145,HPB,46,1984-08-26 18:00:00,1984-08-29 16:00:00,NaN,1984,8,26,18,1984,8,29,18,1,5
40_25,48.3,5.65,30.5,0,0,NaN,0,590480,590540,HPB,46,1984-09-05 15:30:00,1984-09-06 21:30:00,NaN,1984,9,5,18,1984,9,7,0,1,5
41_25,29.025,3.33,33,11,22,NaN,0,590618,590683,HPB,46,1984-09-08 12:30:00,1984-09-09 21:00:00,NaN,1984,9,8,12,1984,9,10,0,1,5
42_25,38.395,5.13,46,0,0,NaN,0,611793,611884,HPB,46,1985-11-23 16:00:00,1985-11-25 13:30:00,NaN,1985,11,23,18,1985,11,25,12,1,2
43_25,52.91,3.12,115,0,0,NaN,0,627804,628033,HPB,46,1986-10-23 05:30:00,1986-10-28 00:00:00,NaN,1986,10,23,6,1986,10,28,0,2,6
44_25,25.1,2.65,28.5,20,8.5,NaN,0,644320,644376,HPB,46,1987-10-02 07:30:00,1987-10-03 11:30:00,NaN,1987,10,2,6,1987,10,3,12,1,6
45_25,111.17,4.01,72,12.5,26,NaN,0,661600,661743,HPB,46,1988-09-26 07:30:00,1988-09-29 07:00:00,NaN,1988,9,26,6,1988,9,29,6,2,2
46_25,30.915,2.36,63.5,0,0,NaN,0,679553,679679,HPB,46,1989-10-05 08:00:00,1989-10-07 23:00:00,NaN,1989,10,5,6,1989,10,8,0,3,1
47_25,38.33,3.79,47.5,4,43.5,NaN,0,695132,695226,HPB,46,1990-08-25 21:30:00,1990-08-27 20:30:00,NaN,1990,8,26,0,1990,8,27,18,2,6
48_25,51.065,3.43,31,0,23,NaN,0,713615,713676,HPB,46,1991-09-14 23:00:00,1991-09-16 05:30:00,NaN,1991,9,15,0,1991,9,16,6,3,8
49_25,43.895,3.32,51.5,41,10.5,NaN,0,728082,728184,HPB,46,1992-07-12 08:30:00,1992-07-14 11:30:00,NaN,1992,7,12,6,1992,7,14,12,3,9
50_25,32.985,4.57,32,9.5,21.5,NaN,0,746635,746698,HPB,46,1993-08-02 21:00:00,1993-08-04 04:30:00,NaN,1993,8,3,0,1993,8,4,6,2,7
51_25,47.055,3.64,33.5,0,0,NaN,0,747133,747199,HPB,46,1993-08-13 06:00:00,1993-08-14 15:00:00,NaN,1993,8,13,6,1993,8,14,18,2,7
52_25,38.445,2.24,83,0,11,NaN,0,782037,782202,HPB,46,1995-08-10 10:00:00,1995-08-13 20:30:00,NaN,1995,8,10,12,1995,8,13,18,2,6
53_25,45.48,1.67,108.5,0,32.5,NaN,0,818232,818448,HPB,46,1997-09-02 11:30:00,1997-09-06 23:30:00,NaN,1997,9,2,12,1997,9,7,0,2,10
54_25,31.56,3.8,41,12,28,NaN,0,836667,836748,HPB,46,1998-09-21 13:00:00,1998-09-23 05:30:00,NaN,1998,9,21,12,1998,9,23,6,3,6
55_25,35.465,5.07,44,0,0,NaN,0,856219,856306,HPB,46,1999-11-02 21:00:00,1999-11-04 16:30:00,NaN,1999,11,3,0,1999,11,4,18,1,1
56_25,49.565,5.03,34.5,19,15.5,NaN,0,870016,870084,HPB,46,2000-08-16 07:30:00,2000-08-17 17:30:00,NaN,2000,8,16,6,2000,8,17,18,1,6
57_25,84.74,10.25,33,16,17,NaN,0,870457,870522,HPB,46,2000-08-25 12:00:00,2000-08-26 20:30:00,NaN,2000,8,25,12,2000,8,26,18,1,6
58_25,21.095,2.38,36.5,0,8.5,NaN,0,886377,886449,HPB,46,2001-07-23 04:00:00,2001-07-24 16:00:00,NaN,2001,7,23,6,2001,7,24,18,1,5
59_25,53.04,10.42,23,0,0,NaN,0,886626,886671,HPB,46,2001-07-28 08:30:00,2001-07-29 07:00:00,NaN,2001,7,28,6,2001,7,29,6,1,5
60_25,27.995,4.56,19.5,0,0,NaN,0,908351,908389,HPB,46,2002-10-23 23:00:00,2002-10-24 18:00:00,NaN,2002,10,24,0,2002,10,24,18,1,6
61_25,41.87,2.42,49.5,0,0,NaN,0,924022,924120,HPB,46,2003-09-15 10:30:00,2003-09-17 11:30:00,NaN,2003,9,15,12,2003,9,17,12,3,9
62_25,22.02,1.99,44,5,76,NaN,0,941197,941284,HPB,46,2004-09-07 06:00:00,2004-09-09 01:30:00,NaN,2004,9,7,6,2004,9,9,0,2,6
63_25,45.055,3.62,49,0,0,NaN,0,941605,941702,HPB,46,2004-09-15 18:00:00,2004-09-17 18:30:00,NaN,2004,9,15,18,2004,9,17,18,2,6
64_23,31.635,2.74,49.5,0,0,NaN,0,957314,957412,HPB,46,2005-08-09 00:30:00,2005-08-11 01:30:00,NaN,2005,8,9,0,2005,8,11,0,2,7
65_22,68.72,4.89,55.5,0,17.5,NaN,0,957831,957941,HPB,46,2005-08-19 19:00:00,2005-08-22 02:00:00,NaN,2005,8,19,18,2005,8,22,0,2,7
66_20,29.36,3.55,42,2,16,NaN,0,976604,976687,HPB,46,2006-09-14 21:30:00,2006-09-16 15:00:00,NaN,2006,9,15,0,2006,9,16,18,1,9
67_20,29.615,3.88,26.5,0,0,NaN,0,976883,976935,HPB,46,2006-09-20 17:00:00,2006-09-21 19:00:00,NaN,2006,9,20,18,2006,9,21,18,1,9
68_17,68.355,2.98,90,16.5,36.5,NaN,0,993963,994142,HPB,46,2007-09-11 13:00:00,2007-09-15 06:30:00,NaN,2007,9,11,12,2007,9,15,6,2,9
69_11,21.975,2.58,60.5,0,0,NaN,0,1014427,1014547,HPB,46,2008-11-10 21:00:00,2008-11-13 09:00:00,NaN,2008,11,11,0,2008,11,13,12,1,4
70_9,33.905,3.52,30,0,18.5,NaN,0,1029889,1029948,HPB,46,2009-09-29 00:00:00,2009-09-30 05:30:00,NaN,2009,9,29,0,2009,9,30,6,2,6
71_8,93.6,4.47,44.5,12.5,25.5,NaN,0,1044900,1044988,HPB,46,2010-08-07 17:30:00,2010-08-09 13:30:00,NaN,2010,8,7,18,2010,8,9,12,2,10
1_26,62.515,5.83,111.5,0,39.5,NaN,0,29131,29353,HPB,47,1952-08-29 21:00:00,1952-09-03 12:00:00,NaN,1952,8,30,0,1952,9,3,12,3,6
2_26,123.75,3.73,182,0,31.5,NaN,0,47093,47456,HPB,47,1953-09-08 02:00:00,1953-09-15 15:30:00,NaN,1953,9,8,0,1953,9,15,18,2,7
3_26,61.705,3,110.5,11.5,64,NaN,0,62083,62303,HPB,47,1954-07-17 09:00:00,1954-07-21 23:00:00,NaN,1954,7,17,12,1954,7,22,0,2,8
4_26,30.82,2.88,44.5,0,0,NaN,0,80834,80922,HPB,47,1955-08-12 00:30:00,1955-08-13 20:30:00,NaN,1955,8,12,0,1955,8,13,18,1,5
5_26,22.115,2.42,29,11.5,17.5,NaN,0,81159,81216,HPB,47,1955-08-18 19:00:00,1955-08-19 23:30:00,NaN,1955,8,18,18,1955,8,20,0,1,5
6_26,48.585,6.17,35,15,20,NaN,0,81340,81409,HPB,47,1955-08-22 13:30:00,1955-08-24 00:00:00,NaN,1955,8,22,12,1955,8,24,0,1,5
7_26,33.64,2.61,87.5,0,0,NaN,0,98680,98854,HPB,47,1956-08-17 19:30:00,1956-08-21 10:30:00,NaN,1956,8,17,18,1956,8,21,12,2,2
8_26,33.05,5.05,39.5,10.5,29,NaN,0,98868,98946,HPB,47,1956-08-21 17:30:00,1956-08-23 08:30:00,NaN,1956,8,21,18,1956,8,23,6,2,2
9_26,25.055,1.36,41.5,0,28.5,NaN,0,116100,116182,HPB,47,1957-08-15 17:30:00,1957-08-17 10:30:00,NaN,1957,8,15,18,1957,8,17,12,2,2
10_26,52.225,6.08,36,0,36,NaN,0,135121,135192,HPB,47,1958-09-16 00:00:00,1958-09-17 11:30:00,NaN,1958,9,16,0,1958,9,17,12,3,9
11_26,86.565,3.09,112.5,0,54,NaN,0,149335,149559,HPB,47,1959-07-09 03:00:00,1959-07-13 19:00:00,NaN,1959,7,9,6,1959,7,13,18,2,2
12_26,39.28,5.88,41.5,7.5,27,NaN,0,189011,189093,HPB,47,1961-10-12 17:00:00,1961-10-14 10:00:00,NaN,1961,10,12,18,1961,10,14,12,1,2
13_26,29.255,2.87,88.5,0,0,NaN,0,208505,208681,HPB,47,1962-11-22 20:00:00,1962-11-26 12:00:00,NaN,1962,11,22,18,1962,11,26,12,3,2
14_26,49.53,2.15,77.5,18,42,NaN,0,239989,240143,HPB,47,1964-09-08 18:00:00,1964-09-11 23:00:00,NaN,1964,9,8,18,1964,9,12,0,2,3
15_26,50.57,6.04,71,38,61.5,NaN,0,255567,255708,HPB,47,1965-07-30 07:00:00,1965-08-02 05:30:00,NaN,1965,7,30,6,1965,8,2,6,3,6
16_26,22.3,3.68,34,0,18,NaN,0,273014,273081,HPB,47,1966-07-28 18:30:00,1966-07-30 04:00:00,NaN,1966,7,28,18,1966,7,30,6,3,3
17_26,51.335,2.32,44,0,0,NaN,0,291643,291730,HPB,47,1967-08-20 21:00:00,1967-08-22 16:30:00,NaN,1967,8,21,0,1967,8,22,18,3,6
18_26,50.245,5.72,35.5,0,11.5,NaN,0,292100,292170,HPB,47,1967-08-30 09:30:00,1967-08-31 20:30:00,NaN,1967,8,30,12,1967,8,31,18,3,6
19_26,31.805,5.37,110.5,0,15.5,NaN,0,313749,313969,HPB,47,1968-11-23 10:00:00,1968-11-28 00:00:00,NaN,1968,11,23,12,1968,11,28,0,1,2
20_26,55.825,4.09,34.5,0,0,NaN,0,326280,326348,HPB,47,1969-08-11 11:30:00,1969-08-12 21:30:00,NaN,1969,8,11,12,1969,8,13,0,2,8
21_26,27.665,3.81,27,0,0,NaN,0,344719,344772,HPB,47,1970-08-30 15:00:00,1970-08-31 17:30:00,NaN,1970,8,30,18,1970,8,31,18,2,8
22_26,58.765,4.1,53,0,0,NaN,0,345033,345138,HPB,47,1970-09-06 04:00:00,1970-09-08 08:30:00,NaN,1970,9,6,6,1970,9,8,6,2,8
23_26,23.52,1.7,41.5,0,0,NaN,0,364418,364500,HPB,47,1971-10-15 00:30:00,1971-10-16 17:30:00,NaN,1971,10,15,0,1971,10,16,18,3,2
24_26,35.465,2.78,34,0,0,NaN,0,381668,381735,HPB,47,1972-10-08 09:30:00,1972-10-09 19:00:00,NaN,1972,10,8,12,1972,10,9,18,3,9
25_26,29.465,2.19,118.5,0,0,NaN,0,395967,396203,HPB,47,1973-08-02 07:00:00,1973-08-07 05:00:00,NaN,1973,8,2,6,1973,8,7,6,2,7
26_26,25.76,2.19,22,0,0,NaN,0,416293,416336,HPB,47,1974-09-29 18:00:00,1974-09-30 15:30:00,NaN,1974,9,29,18,1974,9,30,18,3,9
27_26,35.165,3.3,82,0,0,NaN,0,452253,452416,HPB,47,1976-10-17 22:00:00,1976-10-21 07:30:00,NaN,1976,10,18,0,1976,10,21,6,3,6
28_26,58.62,6.13,74,21.5,31,NaN,0,467200,467347,HPB,47,1977-08-25 07:30:00,1977-08-28 09:00:00,NaN,1977,8,25,6,1977,8,28,12,2,6
29_26,27.205,2.96,34.5,0,0,NaN,0,482107,482175,HPB,47,1978-07-01 21:00:00,1978-07-03 07:00:00,NaN,1978,7,2,0,1978,7,3,6,2,2
30_26,48.895,6.03,53.5,13.5,10.5,NaN,0,482438,482544,HPB,47,1978-07-08 18:30:00,1978-07-10 23:30:00,NaN,1978,7,8,18,1978,7,11,0,2,2
31_26,66.835,10.38,74,13,61,NaN,0,505924,506071,HPB,47,1979-11-10 01:30:00,1979-11-13 03:00:00,NaN,1979,11,10,0,1979,11,13,6,1,9
32_26,44.94,2.86,99,5.5,43.5,NaN,0,520261,520458,HPB,47,1980-09-03 18:00:00,1980-09-07 20:30:00,NaN,1980,9,3,18,1980,9,7,18,2,2
33_26,28.285,2.51,49.5,0,0,NaN,0,537393,537491,HPB,47,1981-08-26 16:00:00,1981-08-28 17:00:00,NaN,1981,8,26,18,1981,8,28,18,2,6
34_26,68.145,12.81,32,13,19,NaN,0,555809,555872,HPB,47,1982-09-14 08:00:00,1982-09-15 15:30:00,NaN,1982,9,14,6,1982,9,15,18,1,8
35_26,34.32,4.35,36,24,12,NaN,0,569294,569365,HPB,47,1983-06-22 06:30:00,1983-06-23 18:00:00,NaN,1983,6,22,6,1983,6,23,18,1,9
36_26,33.765,3.21,40.5,14.5,25,NaN,0,589781,589861,HPB,47,1984-08-22 02:00:00,1984-08-23 18:00:00,NaN,1984,8,22,0,1984,8,23,18,3,8
37_26,30.775,3.56,67,0,0,NaN,0,610779,610912,HPB,47,1985-11-02 13:00:00,1985-11-05 07:30:00,NaN,1985,11,2,12,1985,11,5,6,2,8
38_26,83.435,3.93,103.5,0,0,NaN,0,610959,611165,HPB,47,1985-11-06 07:00:00,1985-11-10 14:00:00,NaN,1985,11,6,6,1985,11,10,12,2,8
39_26,22.48,1.32,121.5,0,0,NaN,0,629426,629668,HPB,47,1986-11-26 00:30:00,1986-12-01 01:30:00,NaN,1986,11,26,0,1986,12,1,0,1,9
40_26,24.28,3.52,31,0,0,NaN,0,629744,629805,HPB,47,1986-12-02 15:30:00,1986-12-03 22:00:00,NaN,1986,12,2,18,1986,12,4,0,1,9
41_26,38.36,4.5,51,10.5,13.5,NaN,0,642710,642811,HPB,47,1987-08-29 18:30:00,1987-08-31 21:00:00,NaN,1987,8,29,18,1987,9,1,0,2,8
42_26,51.445,3.09,63.5,0,61.5,NaN,0,643103,643229,HPB,47,1987-09-06 23:00:00,1987-09-09 14:00:00,NaN,1987,9,7,0,1987,9,9,12,2,8
43_26,35.075,4.98,79,13.5,61,NaN,0,662815,662972,HPB,47,1988-10-21 15:00:00,1988-10-24 21:30:00,NaN,1988,10,21,18,1988,10,25,0,1,8
44_26,30.81,2.47,76.5,0,0,NaN,0,675754,675906,HPB,47,1989-07-18 04:30:00,1989-07-21 08:30:00,NaN,1989,7,18,6,1989,7,21,6,2,5
45_26,36.215,8.46,89.5,13.5,73,NaN,0,695385,695563,HPB,47,1990-08-31 04:00:00,1990-09-03 21:00:00,NaN,1990,8,31,6,1990,9,4,0,1,6
46_26,58.63,7.1,28,7,21,NaN,0,711452,711507,HPB,47,1991-07-31 21:30:00,1991-08-02 01:00:00,NaN,1991,8,1,0,1991,8,2,0,1,8
47_26,20.64,3.09,29,0,0,NaN,0,733247,733304,HPB,47,1992-10-27 23:00:00,1992-10-29 03:30:00,NaN,1992,10,28,0,1992,10,29,6,2,5
48_26,55.58,2.99,90.5,0,0,NaN,0,733382,733562,HPB,47,1992-10-30 18:30:00,1992-11-03 12:30:00,NaN,1992,10,30,18,1992,11,3,12,2,5
49_26,28.355,1.25,67.5,0,0,NaN,0,747939,748073,HPB,47,1993-08-30 01:00:00,1993-09-01 20:00:00,NaN,1993,8,30,0,1993,9,1,18,2,8
50_26,53.455,2.98,188.5,0,10.5,NaN,0,765177,765553,HPB,47,1994-08-24 04:00:00,1994-09-01 00:00:00,NaN,1994,8,24,6,1994,9,1,0,2,8
51_26,44.38,8.59,41,0,6.5,NaN,0,783252,783333,HPB,47,1995-09-04 17:30:00,1995-09-06 10:00:00,NaN,1995,9,4,18,1995,9,6,12,1,5
52_26,27.23,3.42,63,0,0,NaN,0,799081,799206,HPB,47,1996-07-30 12:00:00,1996-08-02 02:30:00,NaN,1996,7,30,12,1996,8,2,0,1,6
53_26,68.555,7.84,47.5,12,24.5,NaN,0,818591,818685,HPB,47,1997-09-09 23:00:00,1997-09-11 22:00:00,NaN,1997,9,10,0,1997,9,12,0,1,5
54_26,20.655,5.76,17,0,0,NaN,0,833862,833895,HPB,47,1998-07-25 02:30:00,1998-07-25 19:00:00,NaN,1998,7,25,0,1998,7,25,18,3,8
55_26,83.1,7.55,63,0,0,NaN,0,834154,834279,HPB,47,1998-07-31 04:30:00,1998-08-02 19:00:00,NaN,1998,7,31,6,1998,8,2,18,3,8
56_26,56.395,2.86,60.5,26,21,NaN,0,871603,871723,HPB,47,2000-09-18 09:00:00,2000-09-20 21:00:00,NaN,2000,9,18,12,2000,9,21,0,2,6
57_26,20.185,2.39,24.5,0,0,NaN,0,883656,883704,HPB,47,2001-05-27 11:30:00,2001-05-28 11:30:00,NaN,2001,5,27,12,2001,5,28,12,3,10
58_26,34.555,2.86,79,0,0,NaN,0,884002,884159,HPB,47,2001-06-03 16:30:00,2001-06-06 23:00:00,NaN,2001,6,3,18,2001,6,7,0,3,10
59_26,22.78,3.82,15,0,0,NaN,0,925213,925242,HPB,47,2003-10-10 06:00:00,2003-10-10 20:30:00,NaN,2003,10,10,6,2003,10,10,18,1,2
60_26,35.64,2.32,78,56.5,12,NaN,0,939345,939500,HPB,47,2004-07-30 16:00:00,2004-08-02 21:30:00,NaN,2004,7,30,18,2004,8,3,0,2,10
61_26,54.35,2.29,82.5,0,19,NaN,0,960094,960258,HPB,47,2005-10-05 22:30:00,2005-10-09 08:30:00,NaN,2005,10,6,0,2005,10,9,6,2,9
62_26,32.675,2.97,25,16,9,NaN,0,977653,977702,HPB,47,2006-10-06 18:00:00,2006-10-07 18:30:00,NaN,2006,10,6,18,2006,10,7,18,3,6
63_26,117.605,8.65,122.5,0,68,NaN,0,994027,994271,HPB,47,2007-09-12 21:00:00,2007-09-17 23:00:00,NaN,2007,9,13,0,2007,9,18,0,3,5
64_24,124.25,6.51,55.5,24.5,31,NaN,0,1008868,1008978,HPB,47,2008-07-18 01:30:00,2008-07-20 08:30:00,NaN,2008,7,18,0,2008,7,20,6,2,6
65_23,36.7,3.26,106.5,0,0,NaN,0,1026997,1027209,HPB,47,2009-07-30 18:00:00,2009-08-04 04:00:00,NaN,2009,7,30,18,2009,8,4,6,2,9
66_21,20.095,4.62,48.5,0,0,NaN,0,1045418,1045514,HPB,47,2010-08-18 12:30:00,2010-08-20 12:30:00,NaN,2010,8,18,12,2010,8,20,12,3,9
67_21,29.105,2.18,44.5,0,0,NaN,0,1045844,1045932,HPB,47,2010-08-27 09:30:00,2010-08-29 05:30:00,NaN,2010,8,27,12,2010,8,29,6,3,9
68_18,56.59,6.18,38.5,0,0,NaN,0,1045973,1046049,HPB,47,2010-08-30 02:00:00,2010-08-31 16:00:00,NaN,2010,8,30,0,2010,8,31,18,3,9
1_27,32.67,3.67,45,0,0,NaN,0,9267,9356,HPB,48,1951-07-13 01:00:00,1951-07-14 21:30:00,NaN,1951,7,13,0,1951,7,15,0,1,6
2_27,39.075,4.07,49,15,26.5,NaN,0,28866,28963,HPB,48,1952-08-24 08:30:00,1952-08-26 09:00:00,NaN,1952,8,24,6,1952,8,26,12,2,5
3_27,28.225,3.49,110,0,0,NaN,0,50086,50305,HPB,48,1953-11-09 10:30:00,1953-11-14 00:00:00,NaN,1953,11,9,12,1953,11,14,0,1,8
4_27,39.925,4.8,102,0,71.5,NaN,0,62525,62728,HPB,48,1954-07-26 14:00:00,1954-07-30 19:30:00,NaN,1954,7,26,12,1954,7,30,18,1,10
5_27,73.365,2.13,60,0,0,NaN,0,80600,80719,HPB,48,1955-08-07 03:30:00,1955-08-09 15:00:00,NaN,1955,8,7,6,1955,8,9,18,2,6
6_27,62.68,5.17,66,0,0,NaN,0,97255,97386,HPB,48,1956-07-19 03:00:00,1956-07-21 20:30:00,NaN,1956,7,19,6,1956,7,21,18,3,6
7_27,57.09,6.03,33.5,27.5,6,NaN,0,117035,117101,HPB,48,1957-09-04 05:00:00,1957-09-05 14:00:00,NaN,1957,9,4,6,1957,9,5,12,3,9
8_27,40.335,2.65,41,0,0,NaN,0,131483,131564,HPB,48,1958-07-02 05:00:00,1958-07-03 21:30:00,NaN,1958,7,2,6,1958,7,4,0,2,1
9_27,31.945,2.85,87,0,0,NaN,0,154068,154241,HPB,48,1959-10-15 17:30:00,1959-10-19 08:00:00,NaN,1959,10,15,18,1959,10,19,6,2,5
10_27,39.975,5,41.5,0,6,NaN,0,170997,171079,HPB,48,1960-10-02 10:00:00,1960-10-04 03:00:00,NaN,1960,10,2,12,1960,10,4,6,1,2
11_27,47.725,5.5,43.5,34.5,9,NaN,0,185214,185300,HPB,48,1961-07-25 14:30:00,1961-07-27 09:30:00,NaN,1961,7,25,12,1961,7,27,12,1,5
12_27,34.385,2.37,83,9.5,36,NaN,0,203288,203453,HPB,48,1962-08-06 03:30:00,1962-08-09 14:00:00,NaN,1962,8,6,6,1962,8,9,12,2,8
13_27,61.695,5,80,0,0,NaN,0,222683,222842,HPB,48,1963-09-14 05:00:00,1963-09-17 12:30:00,NaN,1963,9,14,6,1963,9,17,12,3,7
14_27,39.065,3.58,45.5,0,45.5,NaN,0,255420,255510,HPB,48,1965-07-27 05:30:00,1965-07-29 02:30:00,NaN,1965,7,27,6,1965,7,29,0,2,7
15_27,47.15,2.28,78.5,36.5,42,NaN,0,273447,273603,HPB,48,1966-08-06 19:00:00,1966-08-10 01:00:00,NaN,1966,8,6,18,1966,8,10,0,2,5
16_27,63.71,2.73,67.5,0,61.5,NaN,0,273637,273771,HPB,48,1966-08-10 18:00:00,1966-08-13 13:00:00,NaN,1966,8,10,18,1966,8,13,12,2,5
17_27,96.935,3.11,132,0,0,NaN,0,291146,291409,HPB,48,1967-08-10 12:30:00,1967-08-16 00:00:00,NaN,1967,8,10,12,1967,8,16,0,2,9
18_27,23.275,1.81,67,0,0,NaN,0,313654,313787,HPB,48,1968-11-21 10:30:00,1968-11-24 05:00:00,NaN,1968,11,21,12,1968,11,24,6,2,9
19_27,75.265,3.76,112,0,71,NaN,0,325022,325245,HPB,48,1969-07-16 06:30:00,1969-07-20 22:00:00,NaN,1969,7,16,6,1969,7,21,0,2,9
20_27,58.31,5.9,66.5,32,34.5,NaN,0,344363,344495,HPB,48,1970-08-23 05:00:00,1970-08-25 23:00:00,NaN,1970,8,23,6,1970,8,26,0,3,1
21_27,47.06,5.54,49,7.5,41.5,NaN,0,362380,362477,HPB,48,1971-09-02 13:30:00,1971-09-04 14:00:00,NaN,1971,9,2,12,1971,9,4,12,3,9
22_27,44.89,3.24,56,0,0,NaN,0,382684,382795,HPB,48,1972-10-29 13:30:00,1972-10-31 21:00:00,NaN,1972,10,29,12,1972,11,1,0,3,8
23_27,26.605,6.44,48,0,0,NaN,0,394024,394119,HPB,48,1973-06-22 19:30:00,1973-06-24 19:00:00,NaN,1973,6,22,18,1973,6,24,18,1,6
24_27,33.755,2.18,77.5,0,0,NaN,0,413212,413366,HPB,48,1974-07-27 13:30:00,1974-07-30 18:30:00,NaN,1974,7,27,12,1974,7,30,18,2,9
25_27,60.015,4.34,51,46,5,NaN,0,431518,431619,HPB,48,1975-08-12 22:30:00,1975-08-15 01:00:00,NaN,1975,8,13,0,1975,8,15,0,3,10
26_27,29.695,3.1,86.5,0,0,NaN,0,453042,453214,HPB,48,1976-11-03 08:30:00,1976-11-06 22:30:00,NaN,1976,11,3,6,1976,11,7,0,1,2
27_27,63.745,7.19,44,12.5,17,NaN,0,468930,469017,HPB,48,1977-09-30 08:30:00,1977-10-02 04:00:00,NaN,1977,9,30,6,1977,10,2,6,1,5
28_27,24.855,3.1,26.5,0,0,NaN,0,486564,486616,HPB,48,1978-10-02 17:30:00,1978-10-03 19:30:00,NaN,1978,10,2,18,1978,10,3,18,3,6
29_27,62.34,7.74,56,22,27,NaN,0,486684,486795,HPB,48,1978-10-05 05:30:00,1978-10-07 13:00:00,NaN,1978,10,5,6,1978,10,7,12,3,6
30_27,28.18,3.62,29,0,0,NaN,0,504510,504567,HPB,48,1979-10-11 14:30:00,1979-10-12 19:00:00,NaN,1979,10,11,12,1979,10,12,18,3,2
31_27,35.92,3.32,29.5,0,6,NaN,0,521711,521769,HPB,48,1980-10-03 23:00:00,1980-10-05 04:00:00,NaN,1980,10,4,0,1980,10,5,6,3,9
32_27,39.605,1.56,104,0,0,NaN,0,533595,533802,HPB,48,1981-06-08 13:00:00,1981-06-12 20:30:00,NaN,1981,6,8,12,1981,6,12,18,2,6
33_27,85.655,10.2,52.5,0,7.5,NaN,0,555731,555835,HPB,48,1982-09-12 17:00:00,1982-09-14 21:00:00,NaN,1982,9,12,18,1982,9,15,0,1,8
34_27,53.15,8.89,53.5,30.5,18.5,NaN,0,572451,572557,HPB,48,1983-08-27 01:00:00,1983-08-29 06:00:00,NaN,1983,8,27,0,1983,8,29,6,1,8
35_27,49.96,5.87,31,0,0,NaN,0,585894,585955,HPB,48,1984-06-02 02:30:00,1984-06-03 09:00:00,NaN,1984,6,2,0,1984,6,3,12,1,6
36_27,57.895,3.1,76.5,0,0,NaN,0,609909,610061,HPB,48,1985-10-15 10:00:00,1985-10-18 14:00:00,NaN,1985,10,15,12,1985,10,18,12,2,8
37_27,45.33,2.81,83.5,0,0,NaN,0,638352,638518,HPB,48,1987-05-30 23:30:00,1987-06-03 10:30:00,NaN,1987,5,31,0,1987,6,3,12,2,6
38_27,20.99,2.19,67.5,0,0,NaN,0,656046,656180,HPB,48,1988-06-02 14:30:00,1988-06-05 09:30:00,NaN,1988,6,2,12,1988,6,5,12,3,2
39_27,43.37,6.76,15.5,0,0,NaN,0,677237,677267,HPB,48,1989-08-18 02:00:00,1989-08-18 17:00:00,NaN,1989,8,18,0,1989,8,18,18,1,6
40_27,53.64,5.43,46.5,0,46.5,NaN,0,695602,695694,HPB,48,1990-09-04 16:30:00,1990-09-06 14:30:00,NaN,1990,9,4,18,1990,9,6,12,3,8
41_27,37.735,3.13,49.5,45,4.5,NaN,0,712147,712245,HPB,48,1991-08-15 09:00:00,1991-08-17 10:00:00,NaN,1991,8,15,12,1991,8,17,12,3,8
42_27,42.18,5.3,29,0,29,NaN,0,730392,730449,HPB,48,1992-08-29 11:30:00,1992-08-30 16:00:00,NaN,1992,8,29,12,1992,8,30,18,1,6
43_27,32.12,2.46,58,0,0,NaN,0,747241,747356,HPB,48,1993-08-15 12:00:00,1993-08-17 21:30:00,NaN,1993,8,15,12,1993,8,18,0,2,8
44_27,36.45,3.04,42,12.5,25.5,NaN,0,766013,766096,HPB,48,1994-09-10 14:00:00,1994-09-12 07:30:00,NaN,1994,9,10,12,1994,9,12,6,3,5
45_27,57.465,4.95,28,0,0,NaN,0,766484,766539,HPB,48,1994-09-20 09:30:00,1994-09-21 13:00:00,NaN,1994,9,20,12,1994,9,21,12,3,5
46_27,30.025,3.12,48.5,0,0,NaN,0,802780,802876,HPB,48,1996-10-15 13:30:00,1996-10-17 13:30:00,NaN,1996,10,15,12,1996,10,17,12,1,8
47_27,28.715,3.4,39.5,20,19.5,NaN,0,816765,816843,HPB,48,1997-08-02 22:00:00,1997-08-04 13:00:00,NaN,1997,8,3,0,1997,8,4,12,3,8
48_27,36.63,3.8,90.5,0,0,NaN,0,837272,837452,HPB,48,1998-10-04 03:30:00,1998-10-07 21:30:00,NaN,1998,10,4,6,1998,10,8,0,3,2
49_27,77.485,9.29,31,0,8,NaN,0,854429,854490,HPB,48,1999-09-26 14:00:00,1999-09-27 20:30:00,NaN,1999,9,26,12,1999,9,27,18,3,5
50_27,22.995,1.63,41,0,0,NaN,0,874431,874512,HPB,48,2000-11-16 07:00:00,2000-11-17 23:30:00,NaN,2000,11,16,6,2000,11,18,0,3,9
51_27,83.105,2.59,98.5,0,0,NaN,0,886391,886587,HPB,48,2001-07-23 11:00:00,2001-07-27 13:00:00,NaN,2001,7,23,12,2001,7,27,12,2,6
52_27,29.995,3.37,37.5,0,0,NaN,0,907088,907162,HPB,48,2002-09-27 15:30:00,2002-09-29 04:30:00,NaN,2002,9,27,18,2002,9,29,6,3,9
53_27,51.465,3.17,85,0,5,NaN,0,907274,907443,HPB,48,2002-10-01 12:30:00,2002-10-05 01:00:00,NaN,2002,10,1,12,2002,10,5,0,3,9
